Business,ACCT1006,Accounting & Financial Management,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/285191,"Accounting and Financial Management is an introduction to financial reporting, and the gateway unit to further study in accounting. This unit builds upon the accounting context, presented in BUSS1030 Accounting, Business and Society, and aims to develop the technical skills to record basic business transactions through accounting systems. In addition to this technical focus, specific attention is given to the way in which the accounting information can be used to undertake financial management and analysis, to give students the ability to produce and interpret financial reports.
"
Business,ACCT2011,Financial Accounting A,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/284360,"This unit examines the accounting and reporting practices of reporting entities, particularly listed public companies. Emphasis is placed on developing an understanding of, and the ability to critically evaluate, the various regulatory requirements (professional and statutory) governing financial reporting. The unit commences with an overview of the financial reporting environment and theories that seek to explain the accounting policy choices of management. This framework provides a basis for examining a range of specific issues in financial accounting. The emphasis throughout the unit is on both the application of specific accounting techniques/rules and the conceptual/theoretical issues associated with alternative accounting methods."
Business,ACCT3011,Financial Accounting B,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/284362,"This unit introduces students to accounting for investments in entities that are controlled, significantly influenced, or jointly controlled by the investor. The unit starts by assessing whether an investment should be consolidated, the process of consolidation, the preparation of consolidated financial statements for corporate groups, including the treatment of goodwill, intra-group transactions and non-controlling interests. Other aspects of group accounting, such as equity accounting, segment disclosures, related party disclosures, and foreign currency translation are investigated. A critical analysis of group accounting is then undertaken, including a consideration of the outcomes of related processes, and the impacts on users. The unit also critically evaluates current issues in accounting regulation and practice, and the politics of the standard-setting process. Accounting issues regarding financial instruments are further developed focusing on hedge accounting as a special case. Finally, voluntary disclosures for social and environmental reporting are considered. This unit aims to further develop students' written communication skills and critical and analytic skills within the context of corporate group activities."
Business,ACCT3013,Financial Statement Analysis,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/284787,"Although the appropriate 'form' of financial analysis depends largely on the specific context (e.g. equity investment, credit extension, analysis of supplier/customer health, competitor analysis, regulatory overview or intervention, valuation for takeover/restructuring), many of the techniques of financial analysis are common to each. A primary purpose of this course is to develop an understanding of these techniques, as well as the inherent difficulties in their application. Specific issues addressed include the analysis of business performance and disclosure, the analysis of earnings quality, cash flow assessment, credit worthiness and accounting-based valuation methods.
"
Business,ACCT3031,International Corporate Governance,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/284788,"This unit examines the evolving view of corporate governance from an international perspective, with reference to Australian principles. Corporate governance from a narrow view is concerned with how a corporation is controlled, to the establishment of sets of arrangements affecting the conduct of an organisation and its relationship with stakeholders. Specific issues examined in this unit include the legal framework; control and culture of the modern corporation; operations of a Board; role of board sub-committees; Boards and the development or endorsement of strategies; measuring and rewarding performance; corporate governance, financial reporting and disclosure; corporate governance and the audit process; governance within the global financial crisis."
Engineering,AERO1400,Introduction to Aircraft Construction and Design,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/77078,"The study towards BE(Aeronautical) involves learning about the Design, Analysis, Flight, and Operation of Aircraft and other Flight Platforms. This unit facilitates the training towards becoming professional aeronautical engineers through a globally-unique experiential-learning opportunity to provide a strong background familiarity with aircraft hardware. This unit is designed to educate and facilitate the learning of aircraft design, basic aircraft construction techniques, the operation of light aircraft and the registration and regulations relating to light aircraft. In addition to hands-on skills on the construction phase, this unit facilitates learning in motivations for unique aircraft design, aircraft aerodynamics, flight mechanics, structural aspects and other design-related issues. Teamwork plays a very important role in this unit; the ability to work with peers and supervising staff is an invaluable skill sought after by employers of engineers."
Engineering,AERO1560,Introduction to Aerospace Engineering,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/80255,"This unit of study introduces students to the role of professional aerospace engineers, along with the development of fundamental engineering knowledge and skills for aerospace vehicle design, analysis performance and operation. Students will learn through experience, to develop professional skills in research, interpretation, communication, and presentation of information relating to aerospace engineering. Expected learning includes: introduction to lateral thinking concepts; glossary of aerospace vehicle components and terminology; an introduction to the multiple disciplines related to aerospace engineering, such as aerodynamics, aircraft and spacecraft performance, mechanics of flight, aerospace structures, materials and propulsion systems; how the various disciplines are integrated into the design and development of flight platform systems; the operating characteristics of modern flight vehicles, their uses and limitations; modern developments and future trends in aerospace; the limitations of the aerospace environment; teamwork; and resource management. Significantly, professional enhancement is introduced through the development of basic hands-on workshop skills. These practical skills enable students to have a better appreciation of the tools that they are expected to apply their engineering knowledge to, during their aerospace engineering profession. Experiential learning is facilitated through developing skills with machine and hand tools; solid modelling; and microcontrollers in a supervised environment, to develop fundamentals of practical aerospace vehicle component design, manufacture, control, servicing, and repair. Manufacturing Technology: An overview of a range of processes related to the design and manufacture of aerospace components is provided through hands-on experience. Manufacturing Technology practical work is undertaken in: (a) Hand tools, Machining, and Fibreglassing - an introduction to basic manufacturing processes used to fabricate aerospace engineering hardware. Safety requirements: All students are required to provide their own personal protective equipment (PPE) and comply with the workshop safety rules provided in class. Students who fail to do this will not be permitted to enter the workshops. In particular, approved industrial footwear must be worn, and long hair must be protected by a hair net. Safety glasses must be worn at all times. (b) Solid Modelling - the use of computer aided design (CAD) tools to model geometry and create engineering drawings of engineering components. (c) Microcontrollers - ubiquitous in modern engineered products - will be introduced through experiential learning with development kits.
"
Engineering,AERO2703,Aircraft Performance and Operations,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/103961,"This unit aims to develop in students an understanding of the fundamental concepts involved in the operation and performance of aircraft. The students will acquire an ability to make accurate and meaningful measurements of take-off, climb, cruise, turn, descent and landing performance; to perform weight and balance calculations; to understand the use of aerodynamic derivatives and their impact on aircraft performance. Students will be shown methods to optimise performance for specific missions. The unit will also cover modern issues such as airport congestion, noise restrictions, aviation certification requirements for the use of different aircraft categories and novel methods of solving these problems."
Engineering,AERO2705,Space Engineering 1,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/82460,"This unit aims to introduce students to the terminology, technology and current practice in the field of Space Engineering. Course content will include a variety of topics in the area of Space Engineering including: orbital mechanics, satellite systems, launch vehicle systems, space related regulations, space systems engineering analysis."
Engineering,AERO3260,Aerodynamics 1,https://cusp.sydney.edu.au/students/view-unit-page/uos_id/100376,This unit of study should prepare students to be able to undertake aerodynamic performance calculations for industry design situations.
